Movie Name,Kevin's Rating,Unnamed: 2,Watch Date,Ryan's Rating,Sebastian's Rating,Darrell's rating ,DB ID,IMDB ID,Long Title,IMDB URL (don't edit me),Corrected IMDB (edit me!),year,rating,runtimes,genres,votes,director,cast,writer,production companies
Venom The Last Dance,5/10,,2024-10-28,,,,16366836,16366836,Venom: The Last Dance (2024),https://www.imdb.com/title/tt16366836,,2024,6.0,110,"['Action', 'Adventure']",97853,['0545150'],"['0362766', '0252230', '1017334', '0406975', '0334318', '0523742', '5318871', '0005513', '9434831', '4245462', '6442629', '12336368', '0785227', '1169428', '1669075', '2166477', '5923409', '4749446', '0867063', '11301786', '11340799', '2566359', '4932562', '8281670', '1268836', '0568211', '6274681', '16574884', '11771250', '7097465', '12712559', '13463582']","['0545150', None, '0362766', '0545150', None, '0568825', '2163440']","['0050868', '0047120', '0338101', '0532247', '0432343', '0381873', '0332017', '0191414', '0420822']"
Woman of The Hour,8/10,,2024-10-29,,,,7737800,7737800,Woman of the Hour (2023),https://www.imdb.com/title/tt7737800,,2023,6.6,95,"['Crime', 'Drama']",58070,['0447695'],"['0447695', '4683167', '0355024', '2325775', '2803399', '12601699', '4137840', '4275908', '2287233', '5288835', '16539826', '4415201', '0392228', '0930413', '4438085', '1363452', '1406730', '1682827', '0002902', '0449770', '3041924', '0149560', '2254636', '3729393', '2442493', '0491394', '3102016', '0370472', '1027678', '9037109', '1154301', '7569516', '5918743', '0429693', '10488813', '10988406', '7059756', '1508223', '4667628', '3135482', '7888224']",['2295916'],"['0690042', '0474730', '0084207', '0378412']"
Eddie's Million-Dollar Cook-Off,6/10,,2024-10-31,,,,365149,365149,Eddie's Million Dollar Cook-Off (2003) (TV),https://www.imdb.com/title/tt0365149,,2003,5.9,110,"['Comedy', 'Family']",3314,['0388505'],"['0974059', '0114371', '0565823', '0852848', '0570860', '1464566', '0991680', '0103731', '0589066', '0054917', '2179675', '2179946', '2338651', '1186797', '1197230', '1968979', '0746821', '2174685', '0892590', '1555293', '0662562', '0933011', '2061848', '12441306', '0501802', '1241513']","['0419258', '0084598', '0073504', None, '0073504']","['0022105', '0102801']"
Catch Me If You Can,7/10,,2024-11-04,,,,264464,264464,Catch Me If You Can (2002),https://www.imdb.com/title/tt0264464,,2002,8.1,141,"['Biography', 'Crime']",1150398,['0000229'],"['0000138', '0000158', '0000686', '0000640', '0000882', '0010736', '0000981', '0397788', '0400606', '0247611', '0254760', '0278125', '0004950', '0501802', '0690186', '0006969', '0857167', '0044489', '0453924', '0101819', '1291974', '0573563', '1138917', '0577971', '0465664', '0871458', '0803765', '0405033', '0154412', '1296007', '0751902', '0542580', '0607175', '0843367', '1296806', '0193551', '1292779', '0937059', '0941781', '0090994', '0566445', '0329023', '0698727', '0484178', '0559363', '1042627', '1138955', '0599907', '0031386', '1294944', '0107582', '1178940', '0249006', '1296260', '0750851', '0933560', '0353491', '1049386', '0639403', '0628120', '0446075', '1291704', '0009918', '0676649', '0003069', '0186976', '0750706', '0861943', '0219410', '0450003', '0453797', '0613197', '0242295', '0444749', '1278365', '0694493', '0169917', '0397386', '0460936', '0026857', '0004349', '0704088', '0596520', '1242579', '0089972', '1150145', '0172385', '0007646', '0529581', '0087065', '1292336', '0871913', '0084281', '1292019', '1290353', '1296542', '0169223', '0169535', '0355552', '0577152', '1122160', '0304792', '0137634', '1295850', '1291354', '1291457', '1295883', '1295948', '1291996', '1292020', '1292749', '1292540', '1296118', '1293307', '1296185', '1293362', '1296257', '1294032', '1294179', '1296380', '1294416', '1296400', '1294980', '4832195', '1705693', '1926074', '0032126', '1197100', '0037806', '1603419', '5880118', '2899214', '1848035', '1568935', '0089557', '0101092', '1338528', '0124920', '1202293', '0163510', '0166824', '2301737', '0131409', '3493599', '1665097', '0191747', '1073924', '1887539', '1412371', '1913694', '7888217', '3782591', '0266898', '1503505', '1400910', '1216600', '1279548', '1287427', '1035503', '1420432', '1572134', '0443248', '1300286', '2147841', '6457399', '1616864', '1307958', '1177126', '0510027', '1058858', '0528841', '1224340', '1537846', '1341751', '1783403', '2873994', '4046484', '0582381', '1628057', '2127704', '3012233', '1274088', '0671033', '1261285', '1852499', '0995895', '1353060', '0744030', '0754814', '1671729', '0792502', '0797520', '1738714', '0818582', '1234455', '3046500', '1595497', '1112890', '1056309', '0897152', '1012444', '1229278', '0919655', '1991213', '2292253', '1771343', '1671923', '1214657']","['0007646', '1127221', None, '0622288']","['0819670', '0084134', '0112912', '0108321', '0009119', '0005803', '0013175']"
Eternal Sunshine of The Spotless Mind,6/10,,2024-11-04,,,,338013,338013,Eternal Sunshine of the Spotless Mind (2004),https://www.imdb.com/title/tt0338013,,2004,8.3,108,"['Drama', 'Romance']",1125315,['0327273'],"['0000120', '0000701', '0004423', '0000704', '0752876', '0749263', '0011038', '0189144', '0000379', '0929489', '1439297', '0043743', '1552908', '1552903', '1445789', '1346160', '1287000', '0640055', '1312297']","['0442109', '0327273', '1410028', None, '0442109']","['0042399', '0017525', '0017713']"
Seven Days War,5/10,,2024-11-08,,,,11469408,11469408,7 Days War (2019),https://www.imdb.com/title/tt11469408,,2019,6.1,88,"['Animation', 'Action']",694,['7612957'],"['3065061', '2656503', '0594533', '4751364', '2134328', '9779526', '11054874', '10810213', '10852109', '5928101', '7649703', '1411545', '7856521', '1305522', '5690715', '0557287', '0594420', '6526701', '0619912', '0620333', '9355753', '10951810', '1778737', '0730895', '0757327', '0782840', '6752954', '3340306', '3491015', '2953428']","['0845445', None, '1287521']",['0622909']
The Cutting Edge,8/10,,2024-11-08,,,,104040,104040,The Cutting Edge (1992),https://www.imdb.com/title/tt0104040,,1992,6.9,101,"['Comedy', 'Drama']",23459,['0001274'],"['0000665', '0446702', '0234541', '0642368', '0113474', '0072455', '0670221', '0281284', '0653206', '0780797', '0426937', '0389581', '0717395', '0335364', '0588952', '0089730', '0184116', '0730930', '0827241', '0746861', '0823063', '0310257', '0673718', '0363291', '0671264', '0581994', '0866368', '0452386', '0006946', '0035791', '0233197', '0359318', '0671152', '0077971', '0632610', '0118415', '0611399', '0396410', '0480603', '0167547', '0311446', '0660238', '0495748', '0580003', '0923891', '0534117', '0914557', '0947117', '0531925', '0310921', '0732758', '0260527', '0723547', '0930726', '0420877', '0561396', '0613774', '2782425', '4421425']",['0006904'],"['0007143', '0031772']"
Meet Me Next Christmas,5/10,,2024-11-09,,,,20502488,20502488,Meet Me Next Christmas (2024),https://www.imdb.com/title/tt20502488,,2024,5.7,105,"['Comedy', 'Romance']",8366,['0192090'],"['0587396', '5019209', '6377239', '6377238', '6375556', '6377237', '9841584', '8718515', '2492243', '13005358', '0142529', '6830089', '5028546', '2346628', '2095931', '0192090', '0376605', '0869797', '5590154', '0341105', '9781891', '0727005', '9630559', '4182291', '1050793', '7730137', '5250195', '1569513', '0805441', '4687209', '11152519', '2847083', '13108751', '7491533', '11354001', '7547407', '10969548', '14708743', '12703640', '15059500']","['4554395', '2960123']",['0770565']
Casa Bonita Mi Amor (Documentary),8/10,,2024-11-10,,,,32149731,32149731,¡Casa Bonita Mi Amor! (2024),https://www.imdb.com/title/tt32149731,,2024,7.5,88,['Documentary'],1276,['0102994'],"['0005295', '0001778', '2001266', '16851704', '16851707', '16851702', '16850048', '16851700', '16851705', '16850047', '16851706', '16851703', '16851701', '16851699', '16851708', '4153415', '0005593', '3477986', '0307187', '8444897', '0662556', '7226643', '0004856', '1938316', '0001544', '0000062', '0737963']",,
Boy Kills World,6/10,,2024-11-11,,,,13923084,13923084,Boy Kills World (2023),https://www.imdb.com/title/tt13923084,,2023,6.4,111,"['Action', 'Crime']",34067,['2079357'],"['0803889', '1557329', '1890784', '1443368', '2248149', '3345670', '7805172', '7805169', '10878478', '4010671', '1663205', '0071304', '0000463', '3606178', '0332366', '1035706', '10391704', '15867290', '0459817', '13388603', '0653268', '0714272', '7706861', '10110660', '12253578', '16062582', '7729639', '4125416', '12034330', '9577708', '6651545', '1322681', '0628552', '11864879', '0899746', '3610250', '9582955', '0154236', '3845074', '7112075', '14070088']","['4167257', '5527640', None, '5527640', '2079357', None, '5527640', '2079357']","['0714235', '0719219', '0591219']"
Remember the Titans,8/10,,2024-11-11,,,,210945,210945,Remember the Titans (2000),https://www.imdb.com/title/tt0210945,,2000,7.8,113,"['Biography', 'Comedy']",238963,['0945026'],"['0000243', '0001599', '0365445', '0403652', '0265668', '0456796', '0839486', '0661164', '0659363', '0662519', '0098378', '0688619', '0331516', '0420792', '0315513', '0420188', '0105264', '0003071', '0930707', '0723365', '0298399', '0272459', '0428612', '0648416', '0557259', '0912154', '0876890', '0637441', '0342352', '0245486', '0445180', '0906858', '0349929', '0429092', '0623575', '0017006', '0687772', '0085994', '0429001', '0156380', '2864565', '0175458', '0829288', '0171407', '9510524', '0363477', '0290077', '0339489', '0550834', '0587238', '0200314', '0151491', '0805197', '0718680', '0055789', '0341352', '0468605', '1988037', '0112872', '0413620', '0665675', '0916148', '0191960', '0745534', '0832326', '0078693', '0212278', '1910177', '0553091', '0011201', '0601558', '1056860', '1035160', '4046678', '3396917', '1209358', '1370261', '1410202', '1981856', '1023789', '8828726', '2176072', '1548733', '5241466', '7122619', '9525900', '3867326', '1519280', '3383262', '3223934', '1799924', '0357874', '0396902', '0421087', '3465136', '2121597', '0547837', '13869491', '7721171', '1070005', '1011876', '3497558', '0673611', '3502833', '2089770', '1532699', '1123171', '0723476', '1542858', '1391348', '3944952', '1533036', '3953430', '2937093', '1033120', '2675989', '0918002']",['0397322'],"['0008970', '0026281', '0129145', '0012088']"
Norbit,5/10,,2024-11-12,,,,477051,477051,Norbit (2007),https://www.imdb.com/title/tt0477051,,2007,4.2,103,"['Comedy', 'Romance']",82542,['0005367'],"['0000552', '0628601', '0187719', '0694066', '0711529', '0000421', '0341176', '1139343', '0505801', '0751001', '0114390', '0103268', '0173485', '0005541', '0722224', '1367048', '0717184', '2347201', '1982086', '1102891', '1097364', '2524338', '2524347', '2093382', '2881683', '2376575', '0304579', '0064277', '0309691', '1925026', '2740004', '0614151', '1190513', '1675919', '1703159', '0295214', '1279663', '2003805', '0611127', '1285105', '1893663', '2524329', '2524343', '2524335', '1717570', '2524346', '1153012', '2524349', '2524331', '2524332', '1962872', '2386514', '2524339', '2524337', '1824251', '0584056', '2524340', '1448495', '2524348', '1830031', '3997028', '1784967', '0828755', '0098224', '0697018', '0878582', '0914027', '0914153', '0922149', '0940040', '0178592', '1633596', '1317757', '1121418', '0463507', '1684643', '2109115', '0413382', '0502054', '0154729', '0694181', '0681000', '2881908', '0284298', '1555234', '1379740', '2085963', '1551511', '1872458', '2271545', '0141975', '2638818', '3080123', '2369350', '2444107', '0326059', '1815777', '4058090', '0443248', '2841197', '1107247', '2577262', '1800846', '1800847', '8660266', '2233515', '2946188', '1494112', '5007473', '2537914']","['0000552', '0614151', '0771065', '0740115', None, '0000552', '0614151']","['0819670', '0022730', '0099647']"
50/50,8/10,,2024-11-12,,,,1306980,1306980,50/50 (2011),https://www.imdb.com/title/tt1306980,,2011,7.6,100,"['Comedy', 'Drama']",347131,['1349522'],"['0330687', '0736622', '0447695', '0397171', '0001378', '0396369', '0014803', '0001242', '0001311', '0945411', '0063944', '0875114', '1222371', '0445389', '2498781', '0004028', '0425927', '0078324', '1363452', '3040011', '0814552', '2473593', '0791926', '2955595', '1412321', '0067697', '2255698', '2673784', '1340320', '2285290', '3316113', '2782080', '0186322', '3684064', '1601643', '1672425', '0123695', '1889814', '4071328', '4126414', '2773353', '4679830', '4679803', '4679679', '0170306', '0235006', '2352569', '4510024', '1267085', '3204352']",['1672425'],"['0046206', '0142446', '0345956']"
Hot Frosty,5/10,,2024-11-14,,,,32359447,32359447,Hot Frosty (2024),https://www.imdb.com/title/tt32359447,,2024,5.3,92,"['Comedy', 'Fantasy']",14400,['0162013'],"['0000327', '1682420', '1919140', '0516266', '1737500', '0000452', '0732497', '9203667', '7079645', '0589334', '0504683', '14706442', '0747229', '1873018', '7892645', '2164406', '13591434', '10481173', '12693332', '15432839', '2268224', '12256578', '11001078', '11126786']",['9844164'],['0005803']
Nomadland,6/10,,2024-11-15,,,,9770150,9770150,Nomadland (2020),https://www.imdb.com/title/tt9770150,,2020,7.3,107,['Drama'],191200,['2125482'],"['0000531', '11894469', '11894470', '9584508', '11894471', '11894472', '11894473', '11894474', '11894475', '11894476', '11894477', '11894478', '9984799', '11922485', '11894480', '10470534', '0000657', '11894481', '11894482', '11894483', '11894484', '11894485', '11894486', '11894487', '11894488', '11894489', '11894490', '11894491', '5424550', '6324458', '9759910', '11894492', '2598748', '11894493', '11894494', '0833567', '6324453', '11894495', '11894496', '3697493', '11894497', '0445316', '11894499', '11894500', '3239083', '11894501', '0817379', '11894502', '12563366', '12563367', '12563368', '12563369', '12563370', '12563371', '12563372', '12563373', '12563374', '12563375', '12563376', '12563377', '12563378', '12563379', '12563380', '12563381', '8561015', '12563382', '12563383', '12563384', '12563385', '12563386', '9764883', '12563387', '12563388', '12563389', '12563390', '12563391', '12563392', '12300991', '12563393', '12563394', '10053294', '12563395', '12563396', '12563397', '12563398', '12563399', '12563400', '12563401', '12563402', '12563403', '12563404', '6324454', '12563405', '12563406', '12563407', '12563408', '12563409', '12563410', '12563411', '12301012', '12563412', '12563413', '12563414', '12563415', '12563416', '12563417', '12563418', '12563419', '12563420', '8561014', '12563421', '12563422', '12563423', '12563424', '12563425', '12563426', '12563427', '12563428', '12563429', '12563430', '12563431', '12563432', '12563433', '12563434', '12563435', '12563436', '12563437', '12563438', '12563439', '12563440', '12563441', '12563442', '12563443', '12563444', '12563445', '12563446', '12563447', '12563448', '12563534', '12563535', '12563536', '12563537', '12563538', '12563539', '12563540', '12563541', '12563542', '12563543', '12563544', '12563545', '12563546', '12563547', '12563548', '12563549', '12563550', '12563551', '12563552', '12563553', '12563554', '12563555', '12563556', '12563557', '10156020', '12563558', '12563559', '12563560', '12563561', '12563562', '12563563', '12563564', '12563565', '12563566', '12563567', '12563568', '12563569', '12563570', '12563571', '12563572', '12563573', '12563574', '12563575', '12563576', '12563577', '12563578', '12563579', '12563580', '12563581', '12563582', '5494674', '12563583', '12563584', '12563585', '12563586', '12563587', '12563588', '12563589', '12563590', '12563591', '12563592', '12563593', '12563594', '12563595', '12563596', '12563597', '12563598', '12563599', '12563600', '9572798', '12335613', '12563601', '12563602', '12563603', '12563604', '12563605', '12563606', '12563607', '12563608', '12563609', '12563610', '12563611', '12563612', '12563613', '12563614', '12563615', '12563616', '12563617', '12563618', '12563619', '12563683', '12563684', '12563685', '12563686', '12563687', '12563688', '12563689', '12563690', '12563691', '12563692', '12563693', '12563694', '12563695', '12563696', '12563697', '12563698', '12563699', '12563700', '12563701', '12563702', '12563703', '12563704', '12563705', '12563706', '12563707', '12563708', '12563709', '12563710', '12563711', '12563712', '12563713', '12563714', '12563715', '12563716', '12563717', '12563718', '12563719', '12563720', '12563721', '12563722', '12563723', '12563724', '12563725', '12563726', '12563727', '12563728', '12563729', '12563730', '12563731', '12563732', '12563733', '12563734', '9984804', '12563735', '9984800', '12563736', '12563737', '12563738', '12563739', '12563740', '12563741', '12563742', '12563743', '12563744', '12563745', '12563746', '12563747', '9413699', '9708886', '12563748', '7045390', '12563749', '12563750', '12563751', '12563752', '12563753', '12563754', '12563755', '12563756', '12563757', '12563758', '12563759', '12563760', '12563761', '12563762']","['2125482', None, '9572798']","['0028932', '0733690', '0733691', '0614449']"
